,Unnamed: 0,instrument,granularity,time,stringTime,volume,bidOpen,bidHigh,bidLow,bidClose,midOpen,midHigh,midLow,midClose,askOpen,askHigh,askLow,askClose,askCloseDelta,midCloseDelta,bidCloseDelta
22,22,AUDUSD,H1,2021-07-05 01:00:00,2021-07-05T01:00:00,1076,0.75248,0.75289,0.75189,0.75191,0.75248,0.75289,0.75189,0.75191,0.75248,0.75289,0.75189,0.75191,-0.0005100000000000104,-0.0005100000000000104,-0.0005100000000000104
23,23,AUDUSD,H1,2021-07-05 02:00:00,2021-07-05T02:00:00,1796,0.75191,0.75234,0.7517,0.75175,0.75191,0.75234,0.7517,0.75175,0.75191,0.75234,0.7517,0.75175,5.999999999994898e-05,5.999999999994898e-05,5.999999999994898e-05
24,24,AUDUSD,H1,2021-07-05 03:00:00,2021-07-05T03:00:00,1697,0.75175,0.75181,0.75118,0.7514,0.75175,0.75181,0.75118,0.7514,0.75175,0.75181,0.75118,0.7514,0.000320000000000098,0.000320000000000098,0.000320000000000098
25,25,AUDUSD,H1,2021-07-05 04:00:00,2021-07-05T04:00:00,2482,0.7514,0.75204,0.75086,0.75181,0.7514,0.75204,0.75086,0.75181,0.7514,0.75204,0.75086,0.75181,-0.0006499999999999284,-0.0006499999999999284,-0.0006499999999999284
26,26,AUDUSD,H1,2021-07-05 05:00:00,2021-07-05T05:00:00,1534,0.75181,0.75186,0.75125,0.75172,0.75181,0.75186,0.75125,0.75172,0.75181,0.75186,0.75125,0.75172,-9.00000000000345e-05,-9.00000000000345e-05,-9.00000000000345e-05
27,27,AUDUSD,H1,2021-07-05 06:00:00,2021-07-05T06:00:00,1418,0.75173,0.75231,0.75109,0.75116,0.75173,0.75231,0.75109,0.75116,0.75173,0.75231,0.75109,0.75116,9.99999999995449e-06,9.99999999995449e-06,9.99999999995449e-06
28,28,AUDUSD,H1,2021-07-05 07:00:00,2021-07-05T07:00:00,1138,0.75116,0.7517,0.75084,0.75163,0.75116,0.7517,0.75084,0.75163,0.75116,0.7517,0.75084,0.75163,0.0008799999999999919,0.0008799999999999919,0.0008799999999999919
29,29,AUDUSD,H1,2021-07-05 08:00:00,2021-07-05T08:00:00,1643,0.75163,0.75202,0.751,0.75117,0.75163,0.75202,0.751,0.75117,0.75163,0.75202,0.751,0.75117,0.0017500000000000293,0.0017500000000000293,0.0017500000000000293
30,30,AUDUSD,H1,2021-07-05 09:00:00,2021-07-05T09:00:00,2865,0.75117,0.75266,0.75095,0.75251,0.75117,0.75266,0.75095,0.75251,0.75117,0.75266,0.75095,0.75251,0.0006300000000000194,0.0006300000000000194,0.0006300000000000194
31,31,AUDUSD,H1,2021-07-05 10:00:00,2021-07-05T10:00:00,3652,0.75251,0.75311,0.75159,0.75292,0.75251,0.75311,0.75159,0.75292,0.75251,0.75311,0.75159,0.75292,0.00039000000000000146,0.00039000000000000146,0.00039000000000000146
32,32,AUDUSD,H1,2021-07-05 11:00:00,2021-07-05T11:00:00,2905,0.75292,0.7536,0.75271,0.75314,0.75292,0.7536,0.75271,0.75314,0.75292,0.7536,0.75271,0.75314,5.999999999994898e-05,5.999999999994898e-05,5.999999999994898e-05
33,33,AUDUSD,H1,2021-07-05 12:00:00,2021-07-05T12:00:00,3156,0.75314,0.75368,0.75293,0.75331,0.75314,0.75368,0.75293,0.75331,0.75314,0.75368,0.75293,0.75331,-0.000300000000000078,-0.000300000000000078,-0.000300000000000078
34,34,AUDUSD,H1,2021-07-05 13:00:00,2021-07-05T13:00:00,2266,0.7533,0.75356,0.75259,0.7532,0.7533,0.75356,0.75259,0.7532,0.7533,0.75356,0.75259,0.7532,-0.0006099999999999994,-0.0006099999999999994,-0.0006099999999999994
35,35,AUDUSD,H1,2021-07-05 14:00:00,2021-07-05T14:00:00,1854,0.7532,0.75366,0.75288,0.75301,0.7532,0.75366,0.75288,0.75301,0.7532,0.75366,0.75288,0.75301,-0.00044999999999995044,-0.00044999999999995044,-0.00044999999999995044
36,36,AUDUSD,H1,2021-07-05 15:00:00,2021-07-05T15:00:00,2297,0.75301,0.75317,0.75241,0.75259,0.75301,0.75317,0.75241,0.75259,0.75301,0.75317,0.75241,0.75259,0.00036999999999998145,0.00036999999999998145,0.00036999999999998145
37,37,AUDUSD,H1,2021-07-05 16:00:00,2021-07-05T16:00:00,2284,0.75259,0.75286,0.75225,0.75256,0.75259,0.75286,0.75225,0.75256,0.75259,0.75286,0.75225,0.75256,0.0005899999999999794,0.0005899999999999794,0.0005899999999999794
38,38,AUDUSD,H1,2021-07-05 17:00:00,2021-07-05T17:00:00,1833,0.75256,0.753,0.75169,0.75296,0.75256,0.753,0.75169,0.75296,0.75256,0.753,0.75169,0.75296,0.00031999999999998696,0.00031999999999998696,0.00031999999999998696
39,39,AUDUSD,H1,2021-07-05 18:00:00,2021-07-05T18:00:00,1648,0.75296,0.75326,0.75286,0.75315,0.75296,0.75326,0.75286,0.75315,0.75296,0.75326,0.75286,0.75315,-0.000260000000000038,-0.000260000000000038,-0.000260000000000038
40,40,AUDUSD,H1,2021-07-05 19:00:00,2021-07-05T19:00:00,1001,0.75315,0.75337,0.75303,0.75328,0.75315,0.75337,0.75303,0.75328,0.75315,0.75337,0.75303,0.75328,-0.00019999999999997797,-0.00019999999999997797,-0.00019999999999997797
41,41,AUDUSD,H1,2021-07-05 20:00:00,2021-07-05T20:00:00,2164,0.75328,0.75328,0.75275,0.75289,0.75328,0.75328,0.75275,0.75289,0.75328,0.75328,0.75275,0.75289,0.00024000000000001798,0.00024000000000001798,0.00024000000000001798
42,42,AUDUSD,H1,2021-07-05 21:00:00,2021-07-05T21:00:00,4987,0.75289,0.75341,0.75265,0.75308,0.75289,0.75341,0.75265,0.75308,0.75289,0.75341,0.75265,0.75308,-0.0006800000000000139,-0.0006800000000000139,-0.0006800000000000139
43,43,AUDUSD,H1,2021-07-05 22:00:00,2021-07-05T22:00:00,1984,0.75308,0.75332,0.75293,0.75313,0.75308,0.75332,0.75293,0.75313,0.75308,0.75332,0.75293,0.75313,-0.00039000000000000146,-0.00039000000000000146,-0.00039000000000000146
44,44,AUDUSD,H1,2021-07-05 23:00:00,2021-07-05T23:00:00,1059,0.75313,0.75313,0.75224,0.7524,0.75313,0.75313,0.75224,0.7524,0.75313,0.75313,0.75224,0.7524,0.0020700000000000163,0.0020700000000000163,0.0020700000000000163
45,45,AUDUSD,H1,2021-07-06 00:00:00,2021-07-06T00:00:00,685,0.7524,0.75313,0.75224,0.75274,0.7524,0.75313,0.75224,0.75274,0.7524,0.75313,0.75224,0.75274,0.0012600000000000389,0.0012600000000000389,0.0012600000000000389
46,46,AUDUSD,H1,2021-07-06 01:00:00,2021-07-06T01:00:00,1144,0.75274,0.75471,0.75274,0.75447,0.75274,0.75471,0.75274,0.75447,0.75274,0.75471,0.75274,0.75447,-0.00031999999999998696,-0.00031999999999998696,-0.00031999999999998696
47,47,AUDUSD,H1,2021-07-06 02:00:00,2021-07-06T02:00:00,935,0.75447,0.75455,0.75385,0.754,0.75447,0.75455,0.75385,0.754,0.75447,0.75455,0.75385,0.754,0.0010700000000000154,0.0010700000000000154,0.0010700000000000154
48,48,AUDUSD,H1,2021-07-06 03:00:00,2021-07-06T03:00:00,1893,0.754,0.75481,0.7537,0.75415,0.754,0.75481,0.7537,0.75415,0.754,0.75481,0.7537,0.75415,0.0017200000000000548,0.0017200000000000548,0.0017200000000000548
49,49,AUDUSD,H1,2021-07-06 04:00:00,2021-07-06T04:00:00,2168,0.75415,0.75512,0.75385,0.75507,0.75415,0.75512,0.75385,0.75507,0.75415,0.75512,0.75385,0.75507,0.0016499999999999293,0.0016499999999999293,0.0016499999999999293
50,50,AUDUSD,H1,2021-07-06 05:00:00,2021-07-06T05:00:00,2160,0.75507,0.75596,0.755,0.75587,0.75507,0.75596,0.755,0.75587,0.75507,0.75596,0.755,0.75587,6.999999999990347e-05,6.999999999990347e-05,6.999999999990347e-05
51,51,AUDUSD,H1,2021-07-06 06:00:00,2021-07-06T06:00:00,2081,0.75587,0.75687,0.75564,0.75672,0.75587,0.75687,0.75564,0.75672,0.75587,0.75687,0.75564,0.75672,0.0009300000000000974,0.0009300000000000974,0.0009300000000000974
52,52,AUDUSD,H1,2021-07-06 07:00:00,2021-07-06T07:00:00,4092,0.75673,0.7571,0.75433,0.75594,0.75673,0.7571,0.75433,0.75594,0.75673,0.7571,0.75433,0.75594,0.003090000000000037,0.003090000000000037,0.003090000000000037
53,53,AUDUSD,H1,2021-07-06 08:00:00,2021-07-06T08:00:00,2777,0.75594,0.75766,0.75593,0.75765,0.75594,0.75766,0.75593,0.75765,0.75594,0.75766,0.75593,0.75765,0.00028999999999990145,0.00028999999999990145,0.00028999999999990145
54,54,AUDUSD,H1,2021-07-06 09:00:00,2021-07-06T09:00:00,5422,0.75765,0.75985,0.75731,0.75903,0.75765,0.75985,0.75731,0.75903,0.75765,0.75985,0.75731,0.75903,-0.0011400000000000299,-0.0011400000000000299,-0.0011400000000000299
55,55,AUDUSD,H1,2021-07-06 10:00:00,2021-07-06T10:00:00,4466,0.75903,0.75903,0.75766,0.75794,0.75903,0.75903,0.75766,0.75794,0.75903,0.75903,0.75766,0.75794,-0.00018999999999991246,-0.00018999999999991246,-0.00018999999999991246
56,56,AUDUSD,H1,2021-07-06 11:00:00,2021-07-06T11:00:00,4344,0.75794,0.7581,0.75697,0.75789,0.75794,0.7581,0.75697,0.75789,0.75794,0.7581,0.75697,0.75789,-0.0004999999999999449,-0.0004999999999999449,-0.0004999999999999449
57,57,AUDUSD,H1,2021-07-06 12:00:00,2021-07-06T12:00:00,3436,0.75789,0.75807,0.75668,0.75775,0.75789,0.75807,0.75668,0.75775,0.75789,0.75807,0.75668,0.75775,-0.00038000000000004697,-0.00038000000000004697,-0.00038000000000004697
58,58,AUDUSD,H1,2021-07-06 13:00:00,2021-07-06T13:00:00,2976,0.75774,0.75847,0.75737,0.75739,0.75774,0.75847,0.75737,0.75739,0.75774,0.75847,0.75737,0.75739,-0.0008500000000000174,-0.0008500000000000174,-0.0008500000000000174
59,59,AUDUSD,H1,2021-07-06 14:00:00,2021-07-06T14:00:00,2343,0.75739,0.75801,0.75711,0.75737,0.75739,0.75801,0.75711,0.75737,0.75739,0.75801,0.75711,0.75737,-0.002970000000000028,-0.002970000000000028,-0.002970000000000028
60,60,AUDUSD,H1,2021-07-06 15:00:00,2021-07-06T15:00:00,3917,0.75737,0.758,0.75636,0.75654,0.75737,0.758,0.75636,0.75654,0.75737,0.758,0.75636,0.75654,-0.006510000000000016,-0.006510000000000016,-0.006510000000000016
61,61,AUDUSD,H1,2021-07-06 16:00:00,2021-07-06T16:00:00,8512,0.75654,0.75667,0.75418,0.7544,0.75654,0.75667,0.75418,0.7544,0.75654,0.75667,0.75418,0.7544,-0.0046599999999999975,-0.0046599999999999975,-0.0046599999999999975
62,62,AUDUSD,H1,2021-07-06 17:00:00,2021-07-06T17:00:00,15110,0.7544,0.75468,0.74898,0.75003,0.7544,0.75468,0.74898,0.75003,0.7544,0.75468,0.74898,0.75003,-0.0014299999999999313,-0.0014299999999999313,-0.0014299999999999313
63,63,AUDUSD,H1,2021-07-06 18:00:00,2021-07-06T18:00:00,8466,0.75004,0.75074,0.74868,0.74974,0.75004,0.75074,0.74868,0.74974,0.75004,0.75074,0.74868,0.74974,-0.00024999999999997247,-0.00024999999999997247,-0.00024999999999997247
64,64,AUDUSD,H1,2021-07-06 19:00:00,2021-07-06T19:00:00,5889,0.74974,0.74975,0.74802,0.7486,0.74974,0.74975,0.74802,0.7486,0.74974,0.74975,0.74802,0.7486,0.0010099999999999554,0.0010099999999999554,0.0010099999999999554
65,65,AUDUSD,H1,2021-07-06 20:00:00,2021-07-06T20:00:00,2606,0.7486,0.74954,0.7484,0.74949,0.7486,0.74954,0.7484,0.74949,0.7486,0.74954,0.7484,0.74949,-0.000140000000000029,-0.000140000000000029,-0.000140000000000029
66,66,AUDUSD,H1,2021-07-06 21:00:00,2021-07-06T21:00:00,1643,0.74948,0.74985,0.74901,0.74961,0.74948,0.74985,0.74901,0.74961,0.74948,0.74985,0.74901,0.74961,-0.00041000000000002146,-0.00041000000000002146,-0.00041000000000002146
67,67,AUDUSD,H1,2021-07-06 22:00:00,2021-07-06T22:00:00,1363,0.74961,0.75001,0.74931,0.74935,0.74961,0.75001,0.74931,0.74935,0.74961,0.75001,0.74931,0.74935,-9.99999999995449e-06,-9.99999999995449e-06,-9.99999999995449e-06
68,68,AUDUSD,H1,2021-07-06 23:00:00,2021-07-06T23:00:00,854,0.74935,0.74954,0.74913,0.7492,0.74935,0.74954,0.74913,0.7492,0.74935,0.74954,0.74913,0.7492,9.00000000000345e-05,9.00000000000345e-05,9.00000000000345e-05
69,69,AUDUSD,H1,2021-07-07 00:00:00,2021-07-07T00:00:00,150,0.7492,0.74938,0.74886,0.74934,0.7492,0.74938,0.74886,0.74934,0.7492,0.74938,0.74886,0.74934,7.00000000000145e-05,7.00000000000145e-05,7.00000000000145e-05
70,70,AUDUSD,H1,2021-07-07 01:00:00,2021-07-07T01:00:00,767,0.74936,0.74951,0.74886,0.74929,0.74936,0.74951,0.74886,0.74929,0.74936,0.74951,0.74886,0.74929,-2.0000000000020002e-05,-2.0000000000020002e-05,-2.0000000000020002e-05
71,71,AUDUSD,H1,2021-07-07 02:00:00,2021-07-07T02:00:00,1306,0.74929,0.74971,0.7492,0.74941,0.74929,0.74971,0.7492,0.74941,0.74929,0.74971,0.7492,0.74941,-0.00019999999999997797,-0.00019999999999997797,-0.00019999999999997797
72,72,AUDUSD,H1,2021-07-07 03:00:00,2021-07-07T03:00:00,3529,0.74941,0.74956,0.74825,0.74927,0.74941,0.74956,0.74825,0.74927,0.74941,0.74956,0.74825,0.74927,-0.0006500000000000394,-0.0006500000000000394,-0.0006500000000000394
73,73,AUDUSD,H1,2021-07-07 04:00:00,2021-07-07T04:00:00,2619,0.74927,0.74946,0.74866,0.74921,0.74927,0.74946,0.74866,0.74921,0.74927,0.74946,0.74866,0.74921,-9.00000000000345e-05,-9.00000000000345e-05,-9.00000000000345e-05
74,74,AUDUSD,H1,2021-07-07 05:00:00,2021-07-07T05:00:00,1953,0.74921,0.74932,0.74831,0.74862,0.74921,0.74932,0.74831,0.74862,0.74921,0.74932,0.74831,0.74862,0.0008299999999999974,0.0008299999999999974,0.0008299999999999974
75,75,AUDUSD,H1,2021-07-07 06:00:00,2021-07-07T06:00:00,1279,0.74862,0.74933,0.74839,0.74912,0.74862,0.74933,0.74839,0.74912,0.74862,0.74933,0.74839,0.74912,0.0013199999999999878,0.0013199999999999878,0.0013199999999999878
76,76,AUDUSD,H1,2021-07-07 07:00:00,2021-07-07T07:00:00,992,0.74912,0.74978,0.74907,0.74945,0.74912,0.74978,0.74907,0.74945,0.74912,0.74978,0.74907,0.74945,0.0012100000000000444,0.0012100000000000444,0.0012100000000000444
77,77,AUDUSD,H1,2021-07-07 08:00:00,2021-07-07T08:00:00,2028,0.74945,0.7506,0.7494,0.75044,0.74945,0.7506,0.7494,0.75044,0.74945,0.7506,0.7494,0.75044,0.00044999999999995044,0.00044999999999995044,0.00044999999999995044
78,78,AUDUSD,H1,2021-07-07 09:00:00,2021-07-07T09:00:00,2449,0.75044,0.75084,0.74961,0.75066,0.75044,0.75084,0.74961,0.75066,0.75044,0.75084,0.74961,0.75066,-0.000160000000000049,-0.000160000000000049,-0.000160000000000049
79,79,AUDUSD,H1,2021-07-07 10:00:00,2021-07-07T10:00:00,3708,0.75066,0.75123,0.74966,0.75089,0.75066,0.75123,0.74966,0.75089,0.75066,0.75123,0.74966,0.75089,0.0007700000000000484,0.0007700000000000484,0.0007700000000000484
80,80,AUDUSD,H1,2021-07-07 11:00:00,2021-07-07T11:00:00,3331,0.75089,0.75153,0.74987,0.7505,0.75089,0.75153,0.74987,0.7505,0.75089,0.75153,0.74987,0.7505,0.0010900000000000354,0.0010900000000000354,0.0010900000000000354
81,81,AUDUSD,H1,2021-07-07 12:00:00,2021-07-07T12:00:00,2567,0.7505,0.75171,0.75044,0.75166,0.7505,0.75171,0.75044,0.75166,0.7505,0.75171,0.75044,0.75166,0.0006500000000000394,0.0006500000000000394,0.0006500000000000394
82,82,AUDUSD,H1,2021-07-07 13:00:00,2021-07-07T13:00:00,2570,0.75166,0.75174,0.75092,0.75159,0.75166,0.75174,0.75092,0.75159,0.75166,0.75174,0.75092,0.75159,-0.0008399999999999519,-0.0008399999999999519,-0.0008399999999999519
83,83,AUDUSD,H1,2021-07-07 14:00:00,2021-07-07T14:00:00,1966,0.75159,0.75257,0.75088,0.75231,0.75159,0.75257,0.75088,0.75231,0.75159,0.75257,0.75088,0.75231,-0.0016500000000000403,-0.0016500000000000403,-0.0016500000000000403
84,84,AUDUSD,H1,2021-07-07 15:00:00,2021-07-07T15:00:00,4208,0.75231,0.75334,0.75067,0.75075,0.75231,0.75334,0.75067,0.75075,0.75231,0.75334,0.75067,0.75075,-0.003090000000000037,-0.003090000000000037,-0.003090000000000037
85,85,AUDUSD,H1,2021-07-07 16:00:00,2021-07-07T16:00:00,5912,0.75075,0.75171,0.75026,0.75066,0.75075,0.75171,0.75026,0.75066,0.75075,0.75171,0.75026,0.75066,-0.0022699999999999942,-0.0022699999999999942,-0.0022699999999999942
86,86,AUDUSD,H1,2021-07-07 17:00:00,2021-07-07T17:00:00,10983,0.75066,0.75076,0.74621,0.74766,0.75066,0.75076,0.74621,0.74766,0.75066,0.75076,0.74621,0.74766,0.0010499999999999954,0.0010499999999999954,0.0010499999999999954
87,87,AUDUSD,H1,2021-07-07 18:00:00,2021-07-07T18:00:00,5125,0.74766,0.74866,0.74745,0.74839,0.74766,0.74866,0.74745,0.74839,0.74766,0.74866,0.74745,0.74839,2.999999999997449e-05,2.999999999997449e-05,2.999999999997449e-05
88,88,AUDUSD,H1,2021-07-07 19:00:00,2021-07-07T19:00:00,2977,0.74839,0.74877,0.74815,0.74871,0.74839,0.74877,0.74815,0.74871,0.74839,0.74877,0.74815,0.74871,-0.00012000000000000899,-0.00012000000000000899,-0.00012000000000000899
89,89,AUDUSD,H1,2021-07-07 20:00:00,2021-07-07T20:00:00,2120,0.7487,0.74873,0.74818,0.74842,0.7487,0.74873,0.74818,0.74842,0.7487,0.74873,0.74818,0.74842,-0.000140000000000029,-0.000140000000000029,-0.000140000000000029
90,90,AUDUSD,H1,2021-07-07 21:00:00,2021-07-07T21:00:00,12845,0.74842,0.75065,0.748,0.74859,0.74842,0.75065,0.748,0.74859,0.74842,0.75065,0.748,0.74859,-0.00039999999999995595,-0.00039999999999995595,-0.00039999999999995595
91,91,AUDUSD,H1,2021-07-07 22:00:00,2021-07-07T22:00:00,3965,0.74859,0.74874,0.74777,0.74828,0.74859,0.74874,0.74777,0.74828,0.74859,0.74874,0.74777,0.74828,-0.00012999999999996348,-0.00012999999999996348,-0.00012999999999996348
92,92,AUDUSD,H1,2021-07-07 23:00:00,2021-07-07T23:00:00,1168,0.74828,0.74849,0.74777,0.74819,0.74828,0.74849,0.74777,0.74819,0.74828,0.74849,0.74777,0.74819,0.0004899999999999904,0.0004899999999999904,0.0004899999999999904
93,93,AUDUSD,H1,2021-07-08 00:00:00,2021-07-08T00:00:00,182,0.74819,0.7486,0.74793,0.74815,0.74819,0.7486,0.74793,0.74815,0.74819,0.7486,0.74793,0.74815,0.00012000000000000899,0.00012000000000000899,0.00012000000000000899
94,94,AUDUSD,H1,2021-07-08 01:00:00,2021-07-08T01:00:00,625,0.74832,0.74882,0.74817,0.74868,0.74832,0.74882,0.74817,0.74868,0.74832,0.74882,0.74817,0.74868,-0.0018700000000000383,-0.0018700000000000383,-0.0018700000000000383
95,95,AUDUSD,H1,2021-07-08 02:00:00,2021-07-08T02:00:00,1147,0.74868,0.74872,0.74821,0.74827,0.74868,0.74872,0.74821,0.74827,0.74868,0.74872,0.74821,0.74827,-0.0027000000000000357,-0.0027000000000000357,-0.0027000000000000357
96,96,AUDUSD,H1,2021-07-08 03:00:00,2021-07-08T03:00:00,4607,0.74827,0.74834,0.74657,0.74681,0.74827,0.74834,0.74657,0.74681,0.74827,0.74834,0.74657,0.74681,-0.00046999999999997044,-0.00046999999999997044,-0.00046999999999997044
97,97,AUDUSD,H1,2021-07-08 04:00:00,2021-07-08T04:00:00,3951,0.74681,0.74693,0.74555,0.74557,0.74681,0.74693,0.74555,0.74557,0.74681,0.74693,0.74555,0.74557,0.0007700000000000484,0.0007700000000000484,0.0007700000000000484
98,98,AUDUSD,H1,2021-07-08 05:00:00,2021-07-08T05:00:00,3626,0.74557,0.74637,0.74542,0.74634,0.74557,0.74637,0.74542,0.74634,0.74557,0.74637,0.74542,0.74634,9.999999999998899e-05,9.999999999998899e-05,9.999999999998899e-05
99,99,AUDUSD,H1,2021-07-08 06:00:00,2021-07-08T06:00:00,2108,0.74634,0.74662,0.74585,0.74634,0.74634,0.74662,0.74585,0.74634,0.74634,0.74662,0.74585,0.74634,-0.000260000000000038,-0.000260000000000038,-0.000260000000000038
100,100,AUDUSD,H1,2021-07-08 07:00:00,2021-07-08T07:00:00,1677,0.74634,0.74677,0.7462,0.74644,0.74634,0.74677,0.7462,0.74644,0.74634,0.74677,0.7462,0.74644,-0.0025600000000000067,-0.0025600000000000067,-0.0025600000000000067
101,101,AUDUSD,H1,2021-07-08 08:00:00,2021-07-08T08:00:00,2987,0.74644,0.74644,0.74539,0.74608,0.74644,0.74644,0.74539,0.74608,0.74644,0.74644,0.74539,0.74608,-0.0021899999999999142,-0.0021899999999999142,-0.0021899999999999142
